businessunit,healthtime,a1,a2,a3,a4,a5,p1,p2,p3,p4,p5
region-35,2012-02-02 08:30:00,4340,2,0,0,0,4307,35,0,0,0
region-35,2012-02-02 08:45:00,4330,11,0,0,0,4288,53,0,0,0
region-35,2012-02-02 09:00:00,4323,8,0,0,0,4265,66,0,0,0
region-35,2012-02-02 09:15:00,4317,6,0,0,0,4232,90,1,0,0
region-35,2012-02-02 09:30:00,4321,6,0,0,0,4218,108,1,0,0
region-35,2012-02-02 09:45:00,4327,2,0,0,0,4209,118,2,0,0
region-35,2012-02-02 10:00:00,4327,8,0,0,0,4195,138,2,0,0
region-35,2012-02-02 10:15:00,4330,1,0,0,0,4177,152,2,0,0
region-35,2012-02-02 10:30:00,4331,4,0,0,0,4160,173,2,0,0
region-35,2012-02-02 10:45:00,4332,6,0,0,0,4145,190,3,0,0
region-35,2012-02-02 11:00:00,4331,5,0,0,0,4126,204,6,0,0
region-35,2012-02-02 11:15:00,4327,6,0,0,0,4109,216,8,0,0
region-35,2012-02-02 11:30:00,4330,3,0,0,0,4097,227,9,0,0
region-35,2012-02-02 11:45:00,4325,10,0,0,0,4086,238,11,0,0
region-35,2012-02-02 12:00:00,4325,5,0,0,0,4066,251,13,0,0
region-35,2012-02-02 12:15:00,4327,3,0,0,0,4052,263,15,0,0
region-35,2012-02-02 12:30:00,4336,2,0,0,0,4047,276,15,0,0
region-35,2012-02-02 12:45:00,4341,1,0,0,0,4032,294,16,0,0
region-35,2012-02-02 13:00:00,4337,6,0,0,0,4016,310,16,1,0
region-35,2012-02-02 13:15:00,4335,4,0,0,0,3997,323,18,1,0
region-35,2012-02-02 13:30:00,4333,4,0,0,0,3972,344,20,1,0
region-35,2012-02-02 13:45:00,4331,5,0,0,0,3955,360,20,1,0
region-35,2012-02-02 14:00:00,4328,6,0,0,0,3937,375,21,1,0
region-35,2012-02-02 14:15:00,4329,4,0,0,0,3920,388,24,1,0
region-35,2012-02-02 14:30:00,4324,8,0,0,0,3909,397,25,1,0
region-35,2012-02-02 14:45:00,4327,4,0,0,0,3889,415,25,2,0
region-35,2012-02-02 15:00:00,4326,4,0,0,0,3874,426,28,2,0
region-35,2012-02-02 15:15:00,4334,1,0,0,0,3861,443,29,2,0
region-35,2012-02-02 15:30:00,4335,6,0,0,0,3852,454,33,2,0
region-35,2012-02-02 15:45:00,4335,3,0,0,0,3833,469,34,2,0
region-35,2012-02-02 16:00:00,4329,8,0,0,0,3821,475,39,2,0
region-35,2012-02-02 16:15:00,4330,1,0,0,0,3802,485,42,2,0
region-35,2012-02-02 16:30:00,4331,3,0,0,0,3784,504,44,2,0
region-35,2012-02-02 16:45:00,4334,2,0,0,0,3768,520,44,4,0
region-35,2012-02-02 17:00:00,5185,8,116,37,64,4664,680,61,5,0
region-35,2012-02-02 17:15:00,5217,5,96,27,62,4643,694,65,5,0
region-35,2012-02-02 17:30:00,5219,2,103,30,53,4619,715,68,5,0
region-35,2012-02-02 17:45:00,5201,2,122,30,57,4605,731,71,5,0
region-35,2012-02-02 18:00:00,5223,7,101,24,60,4592,741,76,6,0
region-35,2012-02-02 18:15:00,5190,8,108,43,64,4570,756,81,6,0
region-35,2012-02-02 18:30:00,5219,3,96,32,59,4549,772,82,6,0
region-35,2012-02-02 18:45:00,5208,6,109,22,67,4532,787,87,6,0
region-35,2012-02-02 19:00:00,5237,4,90,24,54,4513,798,92,6,0
region-35,2012-02-02 19:15:00,5213,2,106,31,58,4504,801,98,7,0
region-35,2012-02-02 19:30:00,5220,9,100,30,54,4493,810,103,7,0
region-35,2012-02-02 19:45:00,5215,8,111,22,55,4477,824,102,8,0
region-35,2012-02-02 20:00:00,5207,13,101,36,50,4461,832,105,9,0
region-35,2012-02-02 20:15:00,5197,6,110,24,63,4432,852,107,9,0
region-35,2012-02-02 20:30:00,5213,6,99,32,50,4416,865,110,9,0
region-35,2012-02-02 20:45:00,5193,3,105,35,67,4394,886,114,9,0
region-35,2012-02-02 21:00:00,5197,9,108,30,63,4377,903,118,9,0
region-35,2012-02-02 21:15:00,5220,6,102,21,54,4357,915,122,9,0
region-35,2012-02-02 21:30:00,5197,4,109,31,66,4345,927,126,9,0
region-35,2012-02-02 21:45:00,5208,8,113,24,58,4335,939,128,9,0
region-35,2012-02-02 22:00:00,5185,5,124,29,67,4311,954,136,9,0
region-35,2012-02-02 22:15:00,5211,1,112,28,56,4294,965,140,9,0
region-35,2012-02-02 22:30:00,5204,3,117,28,60,4278,983,142,9,0
region-35,2012-02-02 22:45:00,5214,6,92,29,72,4261,998,144,10,0
region-35,2012-02-02 23:00:00,5191,6,142,21,54,4241,1015,149,9,0
region-35,2012-02-02 23:15:00,5193,7,123,38,51,4221,1029,153,9,0
region-35,2012-02-02 23:30:00,5192,5,116,27,69,4199,1044,156,10,0
region-35,2012-02-02 23:45:00,5204,5,110,29,61,4183,1055,160,11,0
region-35,2012-02-03 00:00:00,5206,7,116,29,50,4168,1064,164,12,0
region-35,2012-02-03 00:15:00,5202,8,110,28,57,4156,1069,167,13,0
region-35,2012-02-03 00:30:00,5197,10,108,25,64,4143,1080,168,13,0
region-35,2012-02-03 00:45:00,5201,8,116,26,53,4128,1092,171,13,0
region-35,2012-02-03 01:00:00,5205,6,108,23,62,4109,1107,174,14,0
region-35,2012-02-03 01:15:00,5227,6,97,14,65,4097,1118,180,14,0
region-35,2012-02-03 01:30:00,5210,5,111,25,60,4079,1134,184,14,0
region-35,2012-02-03 01:45:00,5198,8,96,35,73,4057,1149,189,15,0
region-35,2012-02-03 02:00:00,5195,7,125,34,46,4037,1160,195,15,0
region-35,2012-02-03 02:15:00,5199,9,116,19,64,4024,1170,198,15,0
region-35,2012-02-03 02:30:00,5219,4,96,32,56,4008,1181,202,16,0
region-35,2012-02-03 02:45:00,5209,8,118,22,54,3991,1200,203,16,1
region-35,2012-02-03 03:00:00,5188,9,109,36,66,3975,1207,209,16,1
region-35,2012-02-03 03:15:00,5195,3,108,34,64,3958,1219,207,19,1
region-35,2012-02-03 03:30:00,5192,5,111,31,71,3948,1231,210,20,1
region-35,2012-02-03 03:45:00,5217,3,114,21,56,3928,1245,216,21,1
region-35,2012-02-03 04:00:00,4336,2,0,0,0,3157,993,172,15,1
region-35,2012-02-03 04:15:00,4335,6,0,0,0,3142,1007,176,15,1
region-35,2012-02-03 04:30:00,4333,5,0,0,0,3128,1014,180,15,1
region-35,2012-02-03 04:45:00,4331,4,0,0,0,3113,1020,186,15,1
region-35,2012-02-03 05:00:00,4332,5,0,0,0,3111,1022,187,16,1
region-35,2012-02-03 05:15:00,4329,7,0,0,0,3102,1029,187,17,1
region-35,2012-02-03 05:30:00,4330,3,0,0,0,3093,1034,186,19,1
region-35,2012-02-03 05:45:00,4328,5,0,0,0,3069,1053,191,19,1
region-35,2012-02-03 06:00:00,4334,1,0,0,0,3054,1067,193,20,1
region-35,2012-02-03 06:15:00,4337,2,0,0,0,3045,1074,198,21,1
region-35,2012-02-03 06:30:00,4332,8,0,0,0,3033,1083,201,21,2
region-35,2012-02-03 06:45:00,4329,6,0,0,0,3021,1090,201,21,2
region-35,2012-02-03 07:00:00,4322,10,0,0,0,3012,1093,204,21,2
region-35,2012-02-03 07:15:00,4317,5,0,0,0,2995,1100,203,21,3
region-35,2012-02-03 07:30:00,4325,2,0,0,0,2987,1107,209,20,4
region-35,2012-02-03 07:45:00,4334,2,0,0,0,2979,1113,219,21,4
region-35,2012-02-03 08:00:00,4335,3,0,0,0,2967,1124,220,23,4
region-35,2012-02-03 08:15:00,4336,4,0,0,0,2960,1126,227,23,4
region-35,2012-02-03 08:30:00,4337,2,0,0,0,2947,1134,230,24,4
region-35,2012-02-03 08:45:00,4334,4,0,0,0,2939,1138,232,25,4
region-35,2012-02-03 09:00:00,4335,1,0,0,0,2928,1143,235,26,4
region-35,2012-02-03 09:15:00,4333,7,0,0,0,2922,1143,243,28,4
region-35,2012-02-03 09:30:00,4334,2,0,0,0,2911,1142,249,30,4
region-35,2012-02-03 09:45:00,4332,6,0,0,0,2899,1151,252,32,4
region-35,2012-02-03 10:00:00,4334,3,0,0,0,2883,1162,256,32,4
region-35,2012-02-03 10:15:00,4335,2,0,0,0,2871,1168,260,34,4
region-35,2012-02-03 10:30:00,4330,7,0,0,0,2867,1163,268,35,4
region-35,2012-02-03 10:45:00,4330,2,0,0,0,2848,1169,275,36,4
region-35,2012-02-03 11:00:00,4335,1,0,0,0,2838,1181,274,39,4
region-35,2012-02-03 11:15:00,4333,4,0,0,0,2834,1180,278,41,4
region-35,2012-02-03 11:30:00,4336,2,0,0,0,2827,1182,283,42,4
region-35,2012-02-03 11:45:00,4337,4,0,0,0,2822,1187,286,41,5
region-35,2012-02-03 12:00:00,4335,4,0,0,0,2809,1196,288,41,5
region-35,2012-02-03 12:15:00,4334,4,0,0,0,2797,1205,287,44,5
region-35,2012-02-03 12:30:00,4328,7,0,0,0,2779,1217,289,45,5
region-35,2012-02-03 12:45:00,4324,5,0,0,0,2763,1224,290,47,5
region-35,2012-02-03 13:00:00,4330,1,0,0,0,2755,1228,295,48,5
region-35,2012-02-03 13:15:00,4334,5,0,0,0,2748,1232,303,50,6
region-35,2012-02-03 13:30:00,4331,7,0,0,0,2733,1243,306,50,6
region-35,2012-02-03 13:45:00,4331,6,0,0,0,2721,1247,311,52,6
region-35,2012-02-03 14:00:00,4328,6,0,0,0,2707,1256,312,53,6
region-35,2012-02-03 14:15:00,4331,1,0,0,0,2693,1264,313,55,7
region-35,2012-02-03 14:30:00,4332,6,0,0,0,2692,1266,317,56,7
region-35,2012-02-03 14:45:00,4331,2,0,0,0,2677,1273,319,57,7
region-35,2012-02-03 15:00:00,4331,7,0,0,0,2669,1279,325,58,7
region-35,2012-02-03 15:15:00,4330,4,0,0,0,2661,1278,328,59,8
region-35,2012-02-03 15:30:00,4335,2,0,0,0,2653,1288,328,60,8
region-35,2012-02-03 15:45:00,4334,6,0,0,0,2645,1293,330,64,8
region-35,2012-02-03 16:00:00,4331,5,0,0,0,2632,1300,330,65,9
region-35,2012-02-03 16:15:00,4330,4,0,0,0,2625,1297,337,66,9
region-35,2012-02-03 16:30:00,4330,4,0,0,0,2611,1308,339,67,9
region-35,2012-02-03 16:45:00,4332,1,0,0,0,2588,1328,340,68,9
region-35,2012-02-03 17:00:00,5205,2,116,28,64,3199,1685,428,91,12
region-35,2012-02-03 17:15:00,5214,10,116,23,56,3183,1698,433,93,12
region-35,2012-02-03 17:30:00,5203,7,107,28,67,3166,1699,441,94,12
region-35,2012-02-03 17:45:00,5199,7,114,31,58,3157,1696,448,95,13
region-35,2012-02-03 18:00:00,5197,6,122,26,56,3140,1705,451,98,13
region-35,2012-02-03 18:15:00,5215,7,111,29,47,3119,1723,454,100,13
region-35,2012-02-03 18:30:00,5177,8,133,32,60,3106,1730,461,100,13
region-35,2012-02-03 18:45:00,5181,8,124,23,72,3092,1731,468,104,13
region-35,2012-02-03 19:00:00,5202,3,119,24,60,3076,1736,476,107,13
region-35,2012-02-03 19:15:00,5193,6,118,27,66,3065,1742,482,108,13
region-35,2012-02-03 19:30:00,5212,7,109,25,55,3046,1753,486,110,13
region-35,2012-02-03 19:45:00,5208,4,105,23,71,3039,1757,490,112,13
region-35,2012-02-03 20:00:00,5195,3,112,35,65,3025,1760,500,111,14
region-35,2012-02-03 20:15:00,5186,9,115,34,65,3014,1763,507,110,15
region-35,2012-02-03 20:30:00,5214,7,115,20,51,3002,1770,510,110,15
region-35,2012-02-03 20:45:00,5211,6,112,23,55,2995,1771,513,112,16
region-35,2012-02-03 21:00:00,5184,8,116,28,71,2974,1786,517,114,16
region-35,2012-02-03 21:15:00,5193,8,116,28,59,2964,1788,519,116,17
region-35,2012-02-03 21:30:00,5222,8,90,33,51,2951,1791,523,122,17
region-35,2012-02-03 21:45:00,5216,9,104,26,49,2942,1789,533,123,17
region-35,2012-02-03 22:00:00,5192,8,112,28,63,2928,1793,538,127,17
region-35,2012-02-03 22:15:00,5183,4,115,42,60,2918,1796,543,129,18
region-35,2012-02-03 22:30:00,5210,7,111,25,55,2913,1799,546,131,19
region-35,2012-02-03 22:45:00,5206,7,112,21,60,2901,1804,551,131,19
region-35,2012-02-03 23:00:00,5192,3,119,27,65,2885,1813,557,132,19
region-35,2012-02-03 23:15:00,5205,7,120,22,58,2878,1820,561,133,20
region-35,2012-02-03 23:30:00,5184,7,122,27,68,2869,1818,565,135,21
region-35,2012-02-03 23:45:00,5178,4,127,38,64,2854,1829,571,136,21
region-35,2012-02-04 00:00:00,5193,5,120,27,66,2839,1838,573,140,21
region-35,2012-02-04 00:15:00,5227,9,102,24,53,2829,1848,576,141,21
region-35,2012-02-04 00:30:00,5199,6,112,35,56,2816,1849,582,140,21
region-35,2012-02-04 00:45:00,5184,6,124,34,59,2807,1849,588,142,21
region-35,2012-02-04 01:00:00,5206,5,105,31,58,2796,1850,594,144,21
region-35,2012-02-04 01:15:00,5175,9,120,35,67,2787,1848,605,144,22
region-35,2012-02-04 01:30:00,5183,7,101,34,79,2775,1851,607,148,23
region-35,2012-02-04 01:45:00,5203,5,110,22,62,2759,1858,612,150,23
region-35,2012-02-04 02:00:00,5189,5,125,27,61,2749,1864,617,154,23
region-35,2012-02-04 02:15:00,5206,6,112,29,56,2745,1858,628,155,23
region-35,2012-02-04 02:30:00,5210,6,117,22,54,2736,1862,631,155,25
region-35,2012-02-04 02:45:00,5199,5,113,32,60,2729,1864,633,158,25
region-35,2012-02-04 03:00:00,5204,5,100,39,60,2716,1867,640,160,25
region-35,2012-02-04 03:15:00,5195,6,121,33,56,2702,1874,649,160,26
region-35,2012-02-04 03:30:00,5213,4,124,21,49,2690,1877,656,159,29
region-35,2012-02-04 03:45:00,5191,11,118,28,63,2682,1880,658,162,29
region-35,2012-02-04 04:00:00,4330,5,0,0,0,2155,1503,522,131,24
region-35,2012-02-04 04:15:00,4329,2,0,0,0,2147,1500,524,136,24
region-35,2012-02-04 04:30:00,4330,3,0,0,0,2143,1505,519,142,24
region-35,2012-02-04 04:45:00,4334,3,0,0,0,2139,1507,524,142,25
region-35,2012-02-04 05:00:00,4337,1,0,0,0,2128,1515,528,141,26
region-35,2012-02-04 05:15:00,4334,5,0,0,0,2120,1513,536,144,26
region-35,2012-02-04 05:30:00,4336,3,0,0,0,2106,1520,540,147,26
region-35,2012-02-04 05:45:00,4336,4,0,0,0,2098,1525,541,150,26
region-35,2012-02-04 06:00:00,4332,5,0,0,0,2086,1530,544,149,28
region-35,2012-02-04 06:15:00,4332,5,0,0,0,2081,1532,544,150,30
region-35,2012-02-04 06:30:00,4330,8,0,0,0,2080,1526,549,153,30
region-35,2012-02-04 06:45:00,4326,6,0,0,0,2071,1525,555,151,30
region-35,2012-02-04 07:00:00,4326,4,0,0,0,2059,1527,561,153,30
region-35,2012-02-04 07:15:00,4326,3,0,0,0,2049,1530,563,157,30
region-35,2012-02-04 07:30:00,4326,7,0,0,0,2044,1530,569,159,31
region-35,2012-02-04 07:45:00,4331,5,0,0,0,2042,1532,572,159,31
region-35,2012-02-04 08:00:00,4328,5,0,0,0,2033,1531,576,161,32
region-3,2012-02-02 08:15:00,35998,44,0,0,0,35900,142,0,0,0
region-3,2012-02-02 08:30:00,35975,23,0,0,0,35739,259,0,0,0
region-3,2012-02-02 08:45:00,35965,26,0,0,0,35592,399,0,0,0
region-3,2012-02-02 09:00:00,35952,32,0,0,0,35440,540,4,0,0
region-3,2012-02-02 09:15:00,35929,47,0,0,0,35297,671,8,0,0
region-3,2012-02-02 09:30:00,35925,34,0,0,0,35139,807,13,0,0
region-3,2012-02-02 09:45:00,35909,39,0,0,0,34981,950,17,0,0
region-3,2012-02-02 10:00:00,35903,37,0,0,0,34848,1072,20,0,0
region-3,2012-02-02 10:15:00,35928,22,0,0,0,34726,1203,20,1,0
region-3,2012-02-02 10:30:00,35923,43,0,0,0,34591,1352,22,1,0
region-3,2012-02-02 10:45:00,35918,41,0,0,0,34448,1479,31,1,0
region-3,2012-02-02 11:00:00,35917,30,0,0,0,34292,1621,33,1,0
region-3,2012-02-02 11:15:00,35925,29,0,0,0,34151,1762,40,1,0
region-3,2012-02-02 11:30:00,35933,28,0,0,0,34035,1874,51,1,0
region-3,2012-02-02 11:45:00,35942,25,0,0,0,33914,1992,60,1,0
region-3,2012-02-02 12:00:00,35936,36,0,0,0,33763,2140,68,1,0
region-3,2012-02-02 12:15:00,35923,36,0,0,0,33624,2257,77,1,0
region-3,2012-02-02 12:30:00,35929,30,0,0,0,33492,2382,82,3,0
region-3,2012-02-02 12:45:00,35932,29,0,0,0,33378,2488,90,5,0
region-3,2012-02-02 13:00:00,36690,32,97,26,61,34137,2663,101,5,0
region-3,2012-02-02 13:15:00,36700,38,93,20,58,34007,2783,113,6,0
region-3,2012-02-02 13:30:00,36707,25,99,33,38,33880,2896,120,6,0
region-3,2012-02-02 13:45:00,36703,41,87,27,58,33758,3019,133,6,0
region-3,2012-02-02 14:00:00,38911,42,806,229,341,36738,3425,160,6,0
region-3,2012-02-02 14:15:00,38872,37,850,210,362,36571,3578,176,6,0
region-3,2012-02-02 14:30:00,38884,42,863,209,339,36444,3697,190,6,0
region-3,2012-02-02 14:45:00,38812,43,888,223,362,36319,3793,210,6,0
region-3,2012-02-02 15:00:00,38867,41,848,223,351,36168,3933,222,7,0
region-3,2012-02-02 15:15:00,38875,31,843,238,343,36030,4055,237,8,0
region-3,2012-02-02 15:30:00,38836,53,893,223,342,35872,4216,251,8,0
region-3,2012-02-02 15:45:00,38787,40,917,224,359,35718,4331,269,9,0
region-3,2012-02-02 16:00:00,38913,39,823,191,366,35562,4471,289,10,0
region-3,2012-02-02 16:15:00,38894,43,846,213,336,35423,4593,305,11,0
region-3,2012-02-02 16:30:00,38820,46,868,250,346,35289,4707,320,14,0
region-3,2012-02-02 16:45:00,38836,46,878,219,352,35135,4844,335,17,0
region-3,2012-02-02 17:00:00,38840,43,922,199,319,34987,4944,375,16,1
region-3,2012-02-02 17:15:00,38818,63,836,228,377,34810,5101,394,16,1
region-3,2012-02-02 17:30:00,38815,34,857,240,352,34676,5191,411,19,1
region-3,2012-02-02 17:45:00,38800,44,894,233,342,34574,5289,429,20,1
region-3,2012-02-02 18:00:00,38801,43,897,212,365,34464,5381,450,22,1
region-3,2012-02-02 18:15:00,38806,42,863,237,376,34322,5504,473,23,2
region-3,2012-02-02 18:30:00,38820,41,898,203,364,34206,5605,489,24,2
region-3,2012-02-02 18:45:00,38863,51,860,223,327,34087,5708,498,29,2
region-3,2012-02-02 19:00:00,38837,40,874,221,356,33943,5842,510,30,3
region-3,2012-02-02 19:15:00,38881,35,849,195,364,33792,5955,543,31,3
region-3,2012-02-02 19:30:00,38845,40,862,231,346,33644,6080,564,33,3
region-3,2012-02-02 19:45:00,38884,42,850,203,350,33517,6173,601,35,3
region-3,2012-02-02 20:00:00,38885,31,842,203,372,33397,6275,620,38,3
region-3,2012-02-02 20:15:00,38888,43,848,242,320,33284,6372,641,41,3
region-3,2012-02-02 20:30:00,38871,34,868,221,343,33157,6473,659,45,3
region-3,2012-02-02 20:45:00,38903,35,873,199,335,33030,6580,686,46,3
region-3,2012-02-02 21:00:00,38900,31,836,239,341,32896,6679,719,50,3
region-3,2012-02-02 21:15:00,38896,29,848,217,359,32777,6781,735,53,3
region-3,2012-02-02 21:30:00,38952,38,817,217,328,32651,6874,762,62,3
region-3,2012-02-02 21:45:00,38820,42,906,223,354,32516,6974,785,67,3
region-3,2012-02-02 22:00:00,38805,48,896,245,333,32361,7088,804,71,3
region-3,2012-02-02 22:15:00,38865,32,851,237,339,32214,7205,829,73,3
region-3,2012-02-02 22:30:00,38807,32,903,210,376,32077,7319,852,77,3
region-3,2012-02-02 22:45:00,38856,42,891,198,353,31970,7415,875,77,3
region-3,2012-02-02 23:00:00,38869,45,847,222,359,31828,7530,901,79,4
region-3,2012-02-02 23:15:00,38884,44,864,207,333,31695,7625,927,81,4
region-3,2012-02-02 23:30:00,38871,33,843,216,362,31564,7724,949,84,4
region-3,2012-02-02 23:45:00,38853,38,883,209,353,31451,7817,977,87,4
region-3,2012-02-03 00:00:00,38170,31,691,207,298,30606,7718,977,91,5
region-3,2012-02-03 00:15:00,38127,39,728,189,317,30479,7821,1004,91,5
region-3,2012-02-03 00:30:00,38016,44,821,187,334,30354,7918,1028,97,5
region-3,2012-02-03 00:45:00,38047,42,800,187,311,30219,8007,1052,104,5
region-3,2012-02-03 01:00:00,35916,31,0,0,0,27439,7403,997,103,5
region-3,2012-02-03 01:15:00,35926,31,0,0,0,27339,7483,1023,106,6
region-3,2012-02-03 01:30:00,35924,35,0,0,0,27258,7526,1053,116,6
region-3,2012-02-03 01:45:00,35917,38,0,0,0,27147,7601,1080,121,6
region-3,2012-02-03 02:00:00,35920,30,0,0,0,27020,7701,1095,127,7
region-3,2012-02-03 02:15:00,35915,37,0,0,0,26907,7799,1108,131,7
region-3,2012-02-03 02:30:00,35914,35,0,0,0,26808,7867,1127,139,8
region-3,2012-02-03 02:45:00,35929,20,0,0,0,26710,7928,1156,145,10
region-3,2012-02-03 03:00:00,35930,33,0,0,0,26628,7989,1185,151,10
region-3,2012-02-03 03:15:00,35942,26,0,0,0,26529,8055,1218,156,10
region-3,2012-02-03 03:30:00,35946,27,0,0,0,26406,8149,1247,161,10
region-3,2012-02-03 03:45:00,35946,30,0,0,0,26309,8210,1281,166,10
region-3,2012-02-03 04:00:00,35940,35,0,0,0,26198,8288,1302,176,11
region-3,2012-02-03 04:15:00,35934,27,0,0,0,26062,8377,1332,177,13
region-3,2012-02-03 04:30:00,35935,35,0,0,0,25964,8442,1371,180,13
region-3,2012-02-03 04:45:00,35926,39,0,0,0,25867,8502,1397,186,13
region-3,2012-02-03 05:00:00,35928,30,0,0,0,25761,8566,1429,189,13
region-3,2012-02-03 05:15:00,35925,36,0,0,0,25663,8628,1461,196,13
region-3,2012-02-03 05:30:00,35918,35,0,0,0,25551,8696,1492,199,15
region-3,2012-02-03 05:45:00,35918,36,0,0,0,25458,8745,1535,200,16
region-3,2012-02-03 06:00:00,35921,37,0,0,0,25349,8830,1554,209,16
region-3,2012-02-03 06:15:00,35912,44,0,0,0,25238,8898,1590,214,16
region-3,2012-02-03 06:30:00,35922,16,0,0,0,25126,8969,1605,222,16
region-3,2012-02-03 06:45:00,35921,39,0,0,0,25031,9049,1636,228,16
region-3,2012-02-03 07:00:00,35922,31,0,0,0,24943,9102,1660,230,18
region-3,2012-02-03 07:15:00,35925,37,0,0,0,24848,9168,1695,232,19
region-3,2012-02-03 07:30:00,35921,33,0,0,0,24730,9239,1726,238,21
region-3,2012-02-03 07:45:00,35927,33,0,0,0,24638,9305,1750,244,23
region-3,2012-02-03 08:00:00,35922,32,0,0,0,24542,9363,1774,250,25
region-3,2012-02-03 08:15:00,35921,33,0,0,0,24436,9434,1807,251,26
region-3,2012-02-03 08:30:00,35917,43,0,0,0,24359,9479,1839,254,29
region-3,2012-02-03 08:45:00,35911,42,0,0,0,24247,9533,1886,257,30
region-3,2012-02-03 09:00:00,35914,30,0,0,0,24135,9599,1919,262,29
region-3,2012-02-03 09:15:00,35924,31,0,0,0,24035,9658,1964,269,29
region-3,2012-02-03 09:30:00,35925,34,0,0,0,23943,9716,1999,271,30
region-3,2012-02-03 09:45:00,35919,37,0,0,0,23862,9755,2030,278,31
region-3,2012-02-03 10:00:00,35934,24,0,0,0,23760,9824,2057,286,31
region-3,2012-02-03 10:15:00,35929,29,0,0,0,23664,9867,2103,293,31
region-3,2012-02-03 10:30:00,35933,27,0,0,0,23594,9904,2130,300,32
region-3,2012-02-03 10:45:00,35928,39,0,0,0,23492,9977,2157,308,33
region-3,2012-02-03 11:00:00,35920,37,0,0,0,23378,10044,2185,317,33
region-3,2012-02-03 11:15:00,35906,44,0,0,0,23297,10072,2222,325,34
region-3,2012-02-03 11:30:00,35917,25,0,0,0,23188,10123,2264,332,35
region-3,2012-02-03 11:45:00,35927,33,0,0,0,23097,10193,2299,336,35
region-3,2012-02-03 12:00:00,35918,37,0,0,0,22986,10255,2331,347,36
region-3,2012-02-03 12:15:00,35920,37,0,0,0,22889,10312,2360,357,39
region-3,2012-02-03 12:30:00,35925,27,0,0,0,22804,10367,2376,366,39
region-3,2012-02-03 12:45:00,35943,28,0,0,0,22737,10409,2409,374,42
region-3,2012-02-03 13:00:00,36720,30,92,21,54,23255,10733,2493,392,44
region-3,2012-02-03 13:15:00,36703,37,95,29,57,23170,10772,2537,397,45
region-3,2012-02-03 13:30:00,36710,29,101,21,50,23067,10829,2560,409,46
region-3,2012-02-03 13:45:00,36711,25,100,29,42,22968,10880,2598,415,46
region-3,2012-02-03 14:00:00,38862,39,860,227,360,25004,11959,2872,463,50
region-3,2012-02-03 14:15:00,38829,35,855,232,388,24892,12010,2918,469,50
region-3,2012-02-03 14:30:00,38921,44,845,200,333,24787,12067,2959,477,53
region-3,2012-02-03 14:45:00,38892,30,860,217,331,24694,12105,2990,486,55
region-3,2012-02-03 15:00:00,38898,39,831,216,357,24616,12157,3023,487,58
region-3,2012-02-03 15:15:00,38899,32,845,199,362,24521,12181,3075,500,60
region-3,2012-02-03 15:30:00,38870,38,873,214,352,24437,12228,3111,510,61
region-3,2012-02-03 15:45:00,38888,40,840,226,348,24329,12287,3145,521,60
region-3,2012-02-03 16:00:00,38878,36,897,197,333,24221,12353,3172,532,63
region-3,2012-02-03 16:15:00,38846,38,853,241,361,24144,12375,3216,538,66
region-3,2012-02-03 16:30:00,38919,32,810,232,346,24053,12405,3262,548,71
region-3,2012-02-03 16:45:00,38865,40,889,229,327,23960,12465,3301,549,75
region-3,2012-02-03 17:00:00,38935,35,836,222,309,23863,12511,3334,554,75
region-3,2012-02-03 17:15:00,38904,43,856,206,328,23762,12562,3363,575,75
region-3,2012-02-03 17:30:00,38849,38,865,219,361,23671,12605,3392,585,79
region-3,2012-02-03 17:45:00,38868,47,873,198,346,23588,12644,3425,591,84
region-3,2012-02-03 18:00:00,38906,34,842,223,322,23492,12693,3453,601,88
region-3,2012-02-03 18:15:00,38909,47,829,210,334,23409,12720,3500,609,91
region-3,2012-02-03 18:30:00,38855,50,843,208,363,23306,12759,3541,620,93
region-3,2012-02-03 18:45:00,38913,28,827,203,340,23202,12806,3571,636,96
region-3,2012-02-03 19:00:00,38865,36,843,216,376,23127,12844,3624,645,96
region-3,2012-02-03 19:15:00,38851,43,868,240,333,23034,12894,3651,659,97
region-3,2012-02-03 19:30:00,38806,37,917,241,336,22948,12934,3684,671,100
region-3,2012-02-03 19:45:00,38844,43,894,200,359,22868,12957,3721,692,102
region-3,2012-02-03 20:00:00,38792,39,888,243,364,22758,13002,3760,701,105
region-3,2012-02-03 20:15:00,38864,29,876,215,343,22655,13058,3798,707,109
region-3,2012-02-03 20:30:00,38888,34,857,219,344,22559,13124,3819,724,116
region-3,2012-02-03 20:45:00,38926,31,833,234,330,22471,13171,3856,737,119
region-3,2012-02-03 21:00:00,38888,39,832,236,356,22377,13219,3884,750,121
region-3,2012-02-03 21:15:00,38866,43,834,232,374,22275,13278,3911,763,122
region-3,2012-02-03 21:30:00,38895,33,851,216,337,22191,13289,3950,777,125
region-3,2012-02-03 21:45:00,38861,39,882,195,362,22122,13313,3979,799,126
region-3,2012-02-03 22:00:00,38857,43,864,224,345,22031,13348,4009,819,126
region-3,2012-02-03 22:15:00,38845,31,851,229,381,21944,13383,4049,831,130
region-3,2012-02-03 22:30:00,38847,42,883,217,351,21866,13412,4087,843,132
region-3,2012-02-03 22:45:00,38859,35,884,216,342,21782,13441,4130,847,136
region-3,2012-02-03 23:00:00,38844,42,897,220,339,21692,13481,4157,870,142
region-3,2012-02-03 23:15:00,38819,35,898,220,358,21598,13508,4192,887,145
