ipaddr,machineclass,machinefunction,businessunit,facility,latitude,longitude
172.21.195.6,workstation,office,region-6,branch89,23.421326,-98.374084
172.24.32.30,server,multiple,region-7,branch89,2.4233918,-78.94182
172.26.125.20,workstation,office,region-8,branch89,-6.4906693,-127.15293
172.28.217.7,workstation,office,region-9,branch89,28.074465,-105.706985
172.9.239.2,server,multiple,region-1,branch88,47.59374,-142.1614
172.12.78.49,workstation,office,region-2,branch88,30.54823,-150.07423
172.17.7.9,server,multiple,region-4,branch88,28.618498,-61.372803
172.19.99.35,server,multiple,region-5,branch88,20.91857,-74.110825
172.21.192.39,workstation,office,region-6,branch88,14.797137,-103.2578
172.24.30.27,workstation,office,region-7,branch88,1.4812464,-66.570274
172.26.123.8,atm,,region-8,branch88,-3.8927498,-124.3585
172.28.214.42,workstation,office,region-9,branch88,38.01056,-108.43619
172.12.74.2,server,web,region-2,branch87,28.808645,-145.16414
172.9.236.2,server,multiple,region-1,branch87,37.77463,-132.64212
172.14.166.24,server,web,region-3,branch87,-11.812327,-115.76599
172.17.4.28,server,web,region-4,branch87,27.40119,-57.20687
172.19.97.5,workstation,loan,region-5,branch87,21.597818,-82.05496
172.24.26.2,server,multiple,region-7,branch87,0.74012446,-74.595924
172.21.189.14,workstation,loan,region-6,branch87,21.906473,-101.44045
172.26.118.2,server,multiple,region-8,branch87,-10.009007,-122.34356
172.28.210.11,server,file server,region-9,branch87,36.450047,-106.52956
172.9.233.2,server,compute,region-1,branch86,35.966305,-135.25815
172.12.71.37,server,multiple,region-2,branch86,20.52544,-151.99023
172.19.93.2,server,multiple,region-5,branch86,17.043127,-75.94875
172.17.2.5,workstation,office,region-4,branch86,31.26631,-62.321854
172.21.186.4,workstation,office,region-6,branch86,23.632442,-93.337975
172.24.24.24,workstation,office,region-7,branch86,0.42077428,-77.771965
172.28.209.6,atm,,region-9,branch86,28.222654,-112.084236
172.9.230.2,server,web,region-1,branch85,44.159145,-142.66331
172.12.68.17,server,multiple,region-2,branch85,24.676643,-142.22484
172.14.161.17,workstation,loan,region-3,branch85,-13.694797,-104.00026
172.19.90.35,server,web,region-5,branch85,17.105688,-78.19424
172.24.20.23,server,multiple,region-7,branch85,-0.28396702,-66.32769
172.26.112.25,server,web,region-8,branch85,-3.5100222,-125.12681
172.31.42.2,server,multiple,region-10,branch85,47.279022,-106.80331
172.28.204.31,server,web,region-9,branch85,38.23629,-117.60499
172.9.227.2,server,web,region-1,branch84,42.758034,-133.3981
172.12.66.19,workstation,teller,region-2,branch84,26.755867,-145.16814
172.16.251.5,atm,,region-4,branch84,33.60953,-59.73902
172.19.89.8,atm,,region-5,branch84,18.962923,-83.03177
172.24.17.2,server,web,region-7,branch84,1.4219191,-73.97158
172.28.201.2,server,file server,region-9,branch84,36.17539,-114.77561
172.26.110.46,workstation,office,region-8,branch84,-10.723102,-126.22336
172.9.224.2,server,email,region-1,branch83,45.65796,-135.02649
172.12.62.19,server,multiple,region-2,branch83,26.734636,-154.33324
172.14.154.19,server,multiple,region-3,branch83,-7.6129074,-114.25108
172.16.247.33,workstation,office,region-4,branch83,27.15955,-59.364975
172.19.85.47,workstation,office,region-5,branch83,25.188215,-83.70628
172.24.14.3,server,web,region-7,branch83,1.7919804,-68.91776
172.21.177.41,workstation,office,region-6,branch83,15.29272,-101.44711
172.26.106.9,server,file server,region-8,branch83,-9.144104,-119.546295
172.28.198.6,server,email,region-9,branch83,35.01074,-109.362816
172.9.221.2,server,web,region-1,branch82,47.7722,-134.7681
172.14.151.3,server,web,region-3,branch82,-11.257412,-102.75514
172.12.59.19,server,multiple,region-2,branch82,26.678064,-150.766
172.16.243.27,server,multiple,region-4,branch82,29.910788,-60.74602
172.24.11.2,server,file server,region-7,branch82,2.8636534,-75.231064
172.21.175.5,atm,,region-6,branch82,21.948442,-99.57034
172.26.103.17,server,multiple,region-8,branch82,-12.005057,-116.76689
172.28.195.29,server,multiple,region-9,branch82,31.167173,-113.756
172.9.218.2,server,file server,region-1,branch81,39.69962,-140.499
172.14.148.38,server,multiple,region-3,branch81,-8.873734,-104.76663
172.16.241.2,workstation,loan,region-4,branch81,27.068596,-65.08902
172.21.170.2,server,multiple,region-6,branch81,17.690266,-91.069885
172.19.79.22,workstation,office,region-5,branch81,28.429115,-78.589386
172.24.8.9,server,compute,region-7,branch81,1.4218713,-72.64812
172.26.100.19,server,file server,region-8,branch81,-9.392297,-116.51272
172.28.193.10,workstation,loan,region-9,branch81,29.956358,-108.65655
172.9.215.2,server,web,region-1,branch80,43.611134,-130.12358
172.12.53.32,server,multiple,region-2,branch80,25.153082,-143.8568
172.16.239.3,atm,,region-4,branch80,27.00139,-68.31778
172.19.76.42,workstation,office,region-5,branch80,19.103453,-82.56526
172.21.168.28,workstation,loan,region-6,branch80,17.974178,-95.44253
172.24.6.17,workstation,office,region-7,branch80,3.1095521,-68.04109
172.26.98.7,workstation,teller,region-8,branch80,-1.7080529,-122.41739
172.28.189.34,server,file server,region-9,branch80,36.05406,-114.06699
172.9.212.2,server,multiple,region-1,branch79,44.030125,-132.60883
172.12.50.4,server,multiple,region-2,branch79,22.512934,-154.6626
172.14.142.35,server,web,region-3,branch79,-1.7851818,-111.71009
172.16.235.9,workstation,loan,region-4,branch79,25.365587,-62.5842
172.19.73.10,workstation,office,region-5,branch79,15.957491,-78.06475
172.21.164.37,server,multiple,region-6,branch79,19.01611,-103.92651
172.26.94.34,server,multiple,region-8,branch79,-4.1756816,-118.75523
172.28.186.29,server,web,region-9,branch79,30.359413,-112.40189
172.9.209.2,server,web,region-1,branch78,43.82925,-131.29793
172.12.47.2,server,multiple,region-2,branch78,27.366692,-144.5681
172.14.139.2,server,multiple,region-3,branch78,-1.0151708,-107.183105
172.16.231.15,server,file server,region-4,branch78,28.992477,-61.478104
172.19.69.12,server,web,region-5,branch78,18.836206,-81.71811
172.21.161.18,server,web,region-6,branch78,21.697624,-103.443985
172.28.183.2,server,file server,region-9,branch78,22.417421,-107.12631
172.12.44.15,server,multiple,region-2,branch77,21.720295,-144.09245
172.14.136.19,server,file server,region-3,branch77,-13.724415,-111.68639
172.16.228.31,server,multiple,region-4,branch77,26.065376,-59.450127
172.21.158.2,server,multiple,region-6,branch77,14.754578,-102.12209
172.23.250.3,server,compute,region-7,branch77,3.1267083,-77.53189
172.26.88.11,server,file server,region-8,branch77,-4.741255,-127.05745
172.28.180.17,server,file server,region-9,branch77,37.576767,-113.6691
172.9.203.2,server,multiple,region-1,branch76,46.5151,-134.39261
172.12.43.3,atm,,region-2,branch76,24.063335,-153.26303
172.16.225.2,server,multiple,region-4,branch76,31.272642,-68.029175
172.14.134.44,workstation,office,region-3,branch76,-1.9891772,-107.32649
172.19.63.20,server,multiple,region-5,branch76,17.198145,-84.82989
172.23.247.2,server,multiple,region-7,branch76,-0.9528948,-66.61351
172.21.155.38,server,file server,region-6,branch76,19.032526,-94.201256
172.26.85.2,server,multiple,region-8,branch76,-2.3851388,-122.602554
172.28.179.10,atm,,region-9,branch76,24.301666,-115.77173
172.12.38.2,server,web,region-2,branch75,21.52719,-142.25804
172.14.130.2,server,email,region-3,branch75,1.7206374,-113.81977
172.16.222.10,server,multiple,region-4,branch75,30.932238,-59.12635
172.19.60.30,server,file server,region-5,branch75,26.643656,-78.959076
172.26.82.2,server,multiple,region-8,branch75,-6.6526155,-121.41666
172.28.174.10,server,web,region-9,branch75,31.335041,-114.2024
172.9.197.2,server,web,region-1,branch74,36.4183,-135.08275
172.12.36.33,workstation,office,region-2,branch74,28.595575,-151.79709
172.16.220.27,workstation,office,region-4,branch74,31.847332,-59.251385
172.21.150.24,workstation,office,region-6,branch74,21.193909,-102.87439
172.26.79.2,server,multiple,region-8,branch74,-8.284771,-122.72159
172.23.242.42,workstation,teller,region-7,branch74,3.2973275,-75.96809
172.9.194.2,server,file server,region-1,branch73,41.564793,-136.5004
172.12.32.2,server,multiple,region-2,branch73,22.817778,-143.77513
172.14.124.6,server,multiple,region-3,branch73,-13.50417,-111.43498
172.16.216.15,server,multiple,region-4,branch73,31.063623,-57.61518
172.19.54.9,server,email,region-5,branch73,27.921923,-74.240234
172.21.146.9,server,multiple,region-6,branch73,21.798971,-93.2414
172.26.76.2,server,multiple,region-8,branch73,-12.952888,-126.67487
172.23.240.8,atm,,region-7,branch73,0.6345057,-78.30968
172.28.168.6,server,multiple,region-9,branch73,26.904587,-107.247856
172.9.191.2,server,web,region-1,branch72,47.701202,-141.85025
172.14.121.2,server,multiple,region-3,branch72,-3.3090892,-104.23065
172.12.30.8,workstation,teller,region-2,branch72,30.77553,-153.89673
172.19.51.2,server,file server,region-5,branch72,25.186413,-79.598946
172.21.145.3,atm,,region-6,branch72,14.374127,-98.874916
172.26.74.45,workstation,loan,region-8,branch72,-14.674305,-126.15143
172.9.188.2,server,email,region-1,branch71,41.17531,-136.74712
172.12.26.2,server,multiple,region-2,branch71,24.087458,-153.4876
172.14.118.3,server,file server,region-3,branch71,-2.6959136,-113.24132
172.16.210.24,server,multiple,region-4,branch71,31.869894,-61.73655
172.19.48.29,server,web,region-5,branch71,16.202251,-80.43525
172.23.232.3,server,web,region-7,branch71,4.348463,-77.76371
172.21.141.27,workstation,teller,region-6,branch71,22.318111,-91.50514
172.28.163.22,workstation,teller,region-9,branch71,38.237926,-117.9166
172.9.185.2,server,multiple,region-1,branch70,47.04208,-143.77087
172.14.115.24,server,multiple,region-3,branch70,-9.758062,-110.436195
172.16.209.7,atm,,region-4,branch70,26.948078,-60.612186
172.19.46.43,workstation,teller,region-5,branch70,17.523134,-83.73225
172.21.138.29,workstation,teller,region-6,branch70,21.172794,-103.21322
172.23.230.17,workstation,office,region-7,branch70,3.6939297,-76.7312
172.26.68.5,workstation,office,region-8,branch70,-7.0078707,-126.33822
172.28.159.31,server,multiple,region-9,branch70,33.441612,-113.05329
172.12.20.2,server,multiple,region-2,branch69,19.274118,-142.43097
172.9.183.49,workstation,teller,region-1,branch69,43.681313,-133.95244
172.14.113.37,workstation,loan,region-3,branch69,0.2639357,-105.20132
172.16.205.25,workstation,teller,region-4,branch69,28.305197,-65.1509
172.19.43.38,workstation,teller,region-5,branch69,18.713972,-75.24795
172.26.64.3,server,web,region-8,branch69,0.3100808,-116.901184
172.28.156.30,server,web,region-9,branch69,37.09173,-107.0937
172.9.179.2,server,web,region-1,branch68,36.621292,-140.7336
172.14.109.2,server,web,region-3,branch68,1.9315903,-104.770645
172.12.19.11,atm,,region-2,branch68,19.225119,-150.70412
172.16.202.48,workstation,teller,region-4,branch68,29.4821,-61.38071
172.19.41.3,atm,,region-5,branch68,24.115751,-83.96678
172.21.132.40,workstation,teller,region-6,branch68,15.971266,-95.50213
172.23.224.40,workstation,office,region-7,branch68,4.994601,-72.77936
172.28.153.2,server,multiple,region-9,branch68,34.691605,-112.13137
172.26.62.26,workstation,loan,region-8,branch68,-2.6732626,-123.550766
172.9.176.2,server,multiple,region-1,branch67,41.875896,-133.57214
172.14.106.2,server,web,region-3,branch67,-10.949725,-104.98707
172.12.16.10,atm,,region-2,branch67,22.503029,-147.87805
172.16.198.23,server,file server,region-4,branch67,24.960001,-69.425896
172.19.36.11,server,file server,region-5,branch67,21.437931,-77.16898
172.21.128.18,server,file server,region-6,branch67,23.79543,-92.21778
172.23.222.2,atm,,region-7,branch67,-0.35795873,-74.428825
172.28.150.2,server,web,region-9,branch67,34.895508,-111.1235
172.9.173.2,server,file server,region-1,branch66,42.564213,-131.66002
172.14.103.2,server,multiple,region-3,branch66,0.517328,-105.19117
172.12.12.18,workstation,office,region-2,branch66,24.910929,-142.7582
172.19.33.21,server,multiple,region-5,branch66,23.04468,-78.65807
172.21.126.15,workstation,office,region-6,branch66,21.174622,-95.58283
172.23.218.4,workstation,teller,region-7,branch66,2.4942951,-76.97231
172.26.56.15,workstation,teller,region-8,branch66,-4.218306,-118.42643
172.28.147.40,server,multiple,region-9,branch66,34.313625,-112.6384
172.9.170.2,server,multiple,region-1,branch65,43.798363,-136.11357
172.12.8.2,server,email,region-2,branch65,31.933376,-149.0619
172.16.192.2,server,file server,region-4,branch65,29.099405,-66.431526
172.14.101.26,workstation,office,region-3,branch65,1.6758224,-103.084915
172.19.30.5,server,web,region-5,branch65,24.698305,-75.09961
172.21.122.35,server,web,region-6,branch65,14.393124,-103.62425
172.23.215.9,workstation,loan,region-7,branch65,0.509685,-77.623535
172.26.53.52,workstation,office,region-8,branch65,-7.2206907,-117.60629
172.28.145.36,workstation,office,region-9,branch65,33.164753,-107.16052
172.9.167.2,server,multiple,region-1,branch64,41.553905,-136.41864
172.12.6.22,workstation,teller,region-2,branch64,18.944372,-151.04831
172.14.98.14,workstation,teller,region-3,branch64,-11.855408,-109.46798
172.19.27.2,server,multiple,region-5,branch64,21.60731,-82.492485
172.16.190.17,workstation,teller,region-4,branch64,32.195686,-55.94574
172.21.119.15,server,multiple,region-6,branch64,14.187673,-94.11646
172.26.50.47,workstation,loan,region-8,branch64,-0.92452174,-119.088524
172.28.142.47,workstation,teller,region-9,branch64,25.273926,-106.00865
172.12.3.49,workstation,teller,region-2,branch63,23.237787,-148.13506
172.23.208.12,server,multiple,region-7,branch63,4.7618957,-68.72821
172.28.138.39,server,multiple,region-9,branch63,23.229128,-109.17086
172.9.161.2,server,web,region-1,branch62,47.809265,-143.69328
172.11.254.29,workstation,teller,region-2,branch62,26.9881,-144.47209
172.16.183.2,server,multiple,region-4,branch62,29.49887,-67.836716
172.14.92.28,workstation,office,region-3,branch62,-3.9354005,-105.53325
172.19.22.13,workstation,office,region-5,branch62,16.753143,-80.60694
172.21.114.7,workstation,teller,region-6,branch62,21.916594,-98.29891
172.23.206.9,workstation,office,region-7,branch62,-0.68789345,-70.93918
172.28.135.6,server,web,region-9,branch62,29.521965,-115.30103
172.26.43.36,server,file server,region-8,branch62,-4.459871,-124.90535
172.9.158.2,server,compute,region-1,branch61,35.905373,-143.95761
172.11.250.21,server,email,region-2,branch61,18.147827,-143.79414
172.14.89.21,workstation,office,region-3,branch61,-7.0833592,-105.68842
172.16.181.8,workstation,office,region-4,branch61,26.29365,-62.340237
172.19.18.41,server,multiple,region-5,branch61,20.306374,-83.20211
172.21.110.25,server,multiple,region-6,branch61,15.505462,-100.7673
172.23.202.13,server,multiple,region-7,branch61,2.5008454,-74.25186
172.26.40.11,server,email,region-8,branch61,0.6351784,-118.44564
172.9.155.2,server,multiple,region-1,branch60,37.238605,-142.06668
172.11.247.39,server,file server,region-2,branch60,30.250673,-150.9221
172.14.85.24,server,web,region-3,branch60,-12.223518,-109.17861
172.16.179.6,atm,,region-4,branch60,32.23294,-60.89598
172.19.16.43,workstation,office,region-5,branch60,25.197174,-75.11393
172.21.108.30,workstation,loan,region-6,branch60,17.311127,-101.10854
172.23.200.18,workstation,loan,region-7,branch60,3.6317654,-67.72352
172.26.38.2,workstation,office,region-8,branch60,-13.492726,-116.55867
172.28.129.30,server,multiple,region-9,branch60,34.776604,-118.15223
172.11.244.29,server,web,region-2,branch59,27.537245,-145.77538
172.14.82.28,server,web,region-3,branch59,-7.3637285,-106.06352
172.16.175.3,workstation,office,region-4,branch59,32.14162,-64.486046
172.21.104.2,server,compute,region-6,branch59,14.623936,-97.69344
172.23.196.30,server,file server,region-7,branch59,2.2507167,-66.165344
172.28.126.2,server,multiple,region-9,branch59,38.827827,-117.70875
172.26.34.36,server,multiple,region-8,branch59,-10.210328,-124.53757
172.9.149.2,server,file server,region-1,branch58,36.684174,-139.01991
172.14.79.25,server,web,region-3,branch58,-3.5536542,-104.16121
172.16.171.25,server,multiple,region-4,branch58,29.492619,-57.61459
172.19.9.34,server,multiple,region-5,branch58,15.297556,-80.57576
172.21.102.2,workstation,teller,region-6,branch58,23.787981,-95.18577
172.23.194.23,workstation,office,region-7,branch58,2.501279,-70.91879
172.26.32.13,workstation,office,region-8,branch58,-5.947168,-126.562195
172.30.217.2,atm,,region-10,branch58,55.535507,-98.98322
172.28.125.8,atm,,region-9,branch58,22.870874,-114.36649
172.9.147.47,workstation,teller,region-1,branch57,47.000145,-132.15588
172.11.239.49,workstation,office,region-2,branch57,28.086994,-144.10892
172.14.77.34,workstation,teller,region-3,branch57,-1.4679742,-108.8353
172.16.169.20,workstation,loan,region-4,branch57,32.86549,-64.19282
172.19.7.13,workstation,office,region-5,branch57,22.012518,-78.193634
172.23.191.5,workstation,office,region-7,branch57,4.471747,-70.16571
172.28.121.39,workstation,office,region-9,branch57,38.752697,-112.936
172.9.143.2,server,multiple,region-1,branch56,47.218105,-142.42538
172.11.236.49,workstation,teller,region-2,branch56,25.91858,-142.4435
172.14.74.50,workstation,office,region-3,branch56,-2.765782,-106.15515
172.16.166.43,workstation,office,region-4,branch56,33.700684,-62.311916
172.19.4.33,workstation,teller,region-5,branch56,23.530642,-84.37508
172.21.96.31,workstation,office,region-6,branch56,14.749186,-103.57068
172.23.188.39,workstation,office,region-7,branch56,4.94457,-78.966934
172.28.117.2,server,multiple,region-9,branch56,23.246351,-110.15698
172.9.140.2,server,file server,region-1,branch55,37.85851,-138.65324
172.11.233.38,workstation,office,region-2,branch55,24.814953,-148.60931
172.14.72.5,atm,,region-3,branch55,-7.6975155,-105.90722
172.18.254.2,server,file server,region-5,branch55,24.235163,-84.7613
172.16.164.11,atm,,region-4,branch55,31.347454,-60.734932
172.21.92.4,server,file server,region-6,branch55,15.158001,-93.8253
172.23.184.13,server,web,region-7,branch55,0.16664079,-67.75355
172.26.22.31,server,multiple,region-8,branch55,-13.35073,-124.75636
172.28.114.20,server,multiple,region-9,branch55,26.123169,-118.594246
172.9.137.19,server,multiple,region-1,branch54,36.898575,-135.42514
172.11.229.3,server,multiple,region-2,branch54,20.238544,-143.38281
172.14.67.30,server,file server,region-3,branch54,-13.816972,-106.799995
172.18.251.2,server,web,region-5,branch54,18.627777,-81.67579
172.16.161.4,atm,,region-4,branch54,31.554676,-65.0731
172.23.181.33,server,file server,region-7,branch54,4.038953,-69.05955
172.26.20.27,workstation,office,region-8,branch54,-2.531697,-117.2232
172.28.112.15,workstation,loan,region-9,branch54,24.691936,-113.36837
172.9.134.2,server,file server,region-1,branch53,38.62486,-132.75249
172.11.226.2,server,compute,region-2,branch53,28.307802,-154.57372
172.14.64.2,server,file server,region-3,branch53,-1.7579513,-107.84226
172.18.248.30,server,file server,region-5,branch53,27.3864,-81.60014
172.21.87.14,workstation,office,region-6,branch53,19.770182,-93.88246
172.26.16.2,server,multiple,region-8,branch53,-4.8723855,-126.84587
172.23.179.33,workstation,loan,region-7,branch53,3.596318,-73.22422
172.28.108.11,server,multiple,region-9,branch53,30.12687,-106.36053
172.11.223.2,server,compute,region-2,branch52,29.4822,-152.43501
172.9.131.2,server,multiple,region-1,branch52,39.64631,-132.33878
172.14.61.8,server,multiple,region-3,branch52,-2.2318816,-113.349365
172.16.153.20,server,multiple,region-4,branch52,28.01647,-57.131992
172.18.245.23,server,multiple,region-5,branch52,17.020039,-80.759575
172.21.83.39,server,web,region-6,branch52,15.014645,-90.17878
172.28.105.2,server,multiple,region-9,branch52,28.916355,-108.76203
172.30.197.2,server,email,region-10,branch52,44.17847,-92.80823
172.11.221.39,workstation,office,region-2,branch51,29.625326,-145.06174
172.14.59.28,workstation,office,region-3,branch51,-5.2495813,-112.37849
172.18.243.15,workstation,teller,region-5,branch51,19.044104,-78.03991
172.21.81.19,workstation,office,region-6,branch51,15.586805,-91.89166
172.23.173.17,workstation,loan,region-7,branch51,4.108694,-76.95036
172.28.102.2,server,multiple,region-9,branch51,33.728325,-109.847084
172.26.11.3,workstation,office,region-8,branch51,-10.587707,-116.008644
172.9.125.2,server,file server,region-1,branch50,47.564106,-138.4341
172.11.218.28,workstation,office,region-2,branch50,17.385405,-153.1015
172.14.56.18,workstation,teller,region-3,branch50,-13.652105,-105.112686
172.46.28.8,workstation,office,region-33,branch50,4.5714593,-133.58301
172.46.177.35,server,multiple,region-34,branch50,1.3113021,-150.40976
172.47.73.23,server,multiple,region-35,branch50,6.0281067,-153.88365
172.47.225.3,atm,,region-36,branch50,41.4124,-146.2942
172.16.147.2,server,multiple,region-4,branch50,24.018202,-63.991737
172.49.16.16,workstation,office,region-38,branch50,1.4377717,-90.46173
172.49.166.2,workstation,office,region-39,branch50,21.239986,-124.54865
172.33.29.2,server,email,region-11,branch50,50.769516,-136.81647
172.33.179.2,server,web,region-12,branch50,59.456844,-117.074554
172.34.75.3,server,multiple,region-13,branch50,42.593586,-111.038605
172.34.225.2,server,compute,region-14,branch50,39.531315,-100.17881
172.35.122.9,workstation,office,region-15,branch50,26.677965,-95.0297
172.36.17.2,server,web,region-16,branch50,16.976835,-88.97959
172.36.167.3,server,file server,region-17,branch50,32.46155,-85.17082
172.37.63.2,server,email,region-18,branch50,33.63578,-79.80183
172.37.213.2,server,web,region-19,branch50,45.330395,-84.3083
172.38.109.2,server,multiple,region-20,branch50,59.54463,-79.87857
172.39.6.28,workstation,office,region-21,branch50,56.315716,-57.1829
172.21.77.2,server,web,region-6,branch50,19.252298,-97.39016
172.40.51.31,server,web,region-23,branch50,38.802193,-66.74494
172.40.201.20,server,web,region-24,branch50,48.01012,-53.429283
172.41.248.46,workstation,office,region-26,branch50,17.872114,-58.743896
172.42.144.32,workstation,office,region-27,branch50,16.660915,-67.067184
172.43.40.18,workstation,office,region-28,branch50,11.641195,-64.718285
172.43.190.4,workstation,office,region-29,branch50,-6.8384433,-84.14075
172.23.169.2,server,multiple,region-7,branch50,4.172172,-70.01351
172.45.131.2,server,multiple,region-32,branch50,-13.754925,-134.46465
172.44.236.44,workstation,office,region-31,branch50,-15.846652,-114.80348
172.26.7.2,server,multiple,region-8,branch50,-0.16285117,-120.65348
172.28.100.6,workstation,loan,region-9,branch50,22.021158,-109.63486
172.30.191.35,server,multiple,region-10,branch50,65.91354,-105.62933
172.9.122.2,server,multiple,region-1,branch49,43.227734,-139.29282
172.11.214.11,server,multiple,region-2,branch49,24.007668,-150.43762
172.14.52.39,server,file server,region-3,branch49,-2.1228657,-102.276276
172.46.25.11,workstation,office,region-33,branch49,5.5202274,-132.88431
172.46.175.5,workstation,loan,region-34,branch49,-0.819166,-151.37967
172.47.71.11,workstation,office,region-35,branch49,11.471381,-153.75734
172.47.221.29,workstation,loan,region-36,branch49,34.612705,-146.02135
172.16.144.2,server,web,region-4,branch49,28.371769,-69.472115
172.49.12.2,server,web,region-38,branch49,10.436318,-87.367805
172.49.162.8,server,web,region-39,branch49,32.409836,-121.65022
172.50.58.12,server,multiple,region-40,branch49,11.1531,-111.68651
172.33.26.2,server,multiple,region-11,branch49,52.764317,-135.41722
172.33.176.2,server,multiple,region-12,branch49,61.828938,-112.02056
172.34.72.2,server,multiple,region-13,branch49,44.963104,-114.20841
172.34.222.3,server,multiple,region-14,branch49,38.5092,-100.2822
172.18.236.2,server,web,region-5,branch49,26.422325,-76.32574
172.35.118.40,server,compute,region-15,branch49,26.271885,-100.02084
172.36.14.2,server,multiple,region-16,branch49,19.572294,-86.969315
172.36.164.2,server,compute,region-17,branch49,26.974249,-87.11827
172.37.60.2,server,email,region-18,branch49,35.442547,-80.22183
172.37.210.2,server,web,region-19,branch49,41.656776,-84.544
172.38.106.2,server,multiple,region-20,branch49,54.854042,-83.02394
172.21.74.2,server,multiple,region-6,branch49,21.393068,-98.842545
172.40.199.30,workstation,office,region-24,branch49,43.601013,-54.481697
172.41.245.45,workstation,office,region-26,branch49,22.2734,-56.33556
172.43.186.7,server,multiple,region-29,branch49,-9.098192,-85.231285
172.23.166.2,server,multiple,region-7,branch49,4.376295,-72.51563
172.44.232.2,server,multiple,region-31,branch49,-16.250483,-112.438
172.26.4.2,server,web,region-8,branch49,-8.295697,-116.76609
172.28.96.21,server,multiple,region-9,branch49,35.012325,-116.644005
172.30.188.36,server,file server,region-10,branch49,55.632683,-96.221085
172.9.119.2,server,multiple,region-1,branch48,45.520363,-132.02115
172.14.50.13,workstation,teller,region-3,branch48,-1.1911254,-104.00975
172.46.22.42,workstation,loan,region-33,branch48,5.873072,-132.83481
172.46.172.25,workstation,office,region-34,branch48,5.4394693,-149.61183
172.47.68.19,workstation,office,region-35,branch48,7.915918,-154.58672
172.47.219.6,atm,,region-36,branch48,34.20152,-146.59946
172.16.141.2,server,web,region-4,branch48,31.101248,-63.692886
172.49.9.41,server,web,region-38,branch48,-3.8380675,-80.10518
172.49.159.34,server,file server,region-39,branch48,26.216427,-127.37297
172.50.205.4,server,multiple,region-41,branch48,11.0111,-131.52719
172.33.23.2,server,multiple,region-11,branch48,52.104496,-137.70123
172.33.173.2,server,file server,region-12,branch48,55.04262,-110.469734
172.34.69.2,server,web,region-13,branch48,40.60604,-112.652756
172.34.219.2,server,file server,region-14,branch48,37.474113,-98.84417
172.18.233.2,server,multiple,region-5,branch48,28.589159,-79.17358
172.35.116.26,workstation,loan,region-15,branch48,26.435938,-98.335815
172.36.161.2,server,multiple,region-17,branch48,33.84668,-86.65171
172.37.57.2,server,web,region-18,branch48,35.857803,-81.82475
172.38.253.2,server,multiple,region-21,branch48,55.45232,-59.76455
172.38.103.2,server,multiple,region-20,branch48,53.70661,-79.48556
172.21.71.2,server,file server,region-6,branch48,17.76738,-101.66612
172.40.46.10,workstation,loan,region-23,branch48,35.702362,-66.10665
172.41.241.2,server,web,region-26,branch48,17.003313,-60.71683
172.40.196.3,workstation,office,region-24,branch48,45.809254,-51.60729
172.43.33.2,server,web,region-28,branch48,6.949834,-63.33484
172.43.183.16,server,multiple,region-29,branch48,-5.6073956,-83.17167
172.23.163.2,server,email,region-7,branch48,-0.9681705,-78.70796
172.44.230.25,workstation,teller,region-31,branch48,-16.751549,-114.60726
172.26.1.3,server,web,region-8,branch48,-14.431849,-122.83133
172.30.185.13,server,file server,region-10,branch48,55.711597,-97.92289
172.11.208.4,server,web,region-2,branch47,28.654552,-147.06996
172.14.46.4,server,multiple,region-3,branch47,-0.74557513,-110.66943
172.46.18.20,server,web,region-33,branch47,4.8164625,-133.58316
172.46.168.39,server,multiple,region-34,branch47,2.8557084,-151.82367
172.47.64.22,server,multiple,region-35,branch47,12.537946,-157.43454
172.47.214.32,server,multiple,region-36,branch47,42.188927,-148.31659
172.16.138.2,server,multiple,region-4,branch47,31.519144,-62.545677
172.49.7.29,workstation,loan,region-38,branch47,8.796194,-87.4683
172.49.157.24,workstation,loan,region-39,branch47,35.161457,-125.01616
172.50.53.10,workstation,office,region-40,branch47,10.06707,-114.21108
172.33.20.2,server,multiple,region-11,branch47,52.506603,-142.1913
172.33.170.2,server,compute,region-12,branch47,56.904495,-118.71145
172.34.66.2,server,file server,region-13,branch47,51.993008,-116.4966
172.34.216.2,server,multiple,region-14,branch47,39.622395,-103.64092
172.35.112.2,server,file server,region-15,branch47,29.781454,-94.353584
172.18.230.2,server,multiple,region-5,branch47,27.09351,-81.45914
172.36.8.2,server,multiple,region-16,branch47,22.555822,-87.67426
172.36.158.3,server,multiple,region-17,branch47,31.800953,-90.71682
172.37.54.2,server,email,region-18,branch47,34.62692,-73.65042
172.37.204.2,server,multiple,region-19,branch47,46.65723,-78.24232
172.38.100.2,server,file server,region-20,branch47,54.508617,-78.610275
172.38.251.32,workstation,teller,region-21,branch47,57.41376,-57.553375
172.21.68.2,server,multiple,region-6,branch47,15.238097,-94.977646
172.40.42.14,server,multiple,region-23,branch47,43.050655,-62.2549
172.41.238.28,server,multiple,region-26,branch47,18.20317,-59.979282
172.42.135.2,workstation,office,region-27,branch47,18.09529,-70.50689
172.43.30.30,server,web,region-28,branch47,8.055597,-64.71418
172.43.181.18,workstation,office,region-29,branch47,-6.54286,-82.31083
172.23.160.2,server,web,region-7,branch47,4.965483,-73.34853
172.45.122.4,server,multiple,region-32,branch47,-9.697015,-132.45721
