time,regionold,pol1,pol2,pol3,pol4,pol5,act1,act2,act3,act4,act5,expected,reported,order,size,erspreadmax,erspreadmin,sizepol,sumnumconnections,avnumconn,lat,lon,region
2012-02-02 18:00:00,region-24,4638,720,53,4,1,5189,16,118,37,56,2750,2720,50,10000,0,30,5416,193206,35.6731905465,42.9598105,-53.014559,s-24
2012-02-02 18:15:00,region-24,4614,732,54,4,1,5185,3,124,30,63,2750,2714,50,10000,0,36,5405,195472,36.1650323774,42.9598105,-53.014559,s-24
2012-02-02 18:30:00,region-24,4601,749,56,4,1,5221,4,105,29,52,2750,2718,50,10000,0,32,5411,195414,36.1142117908,42.9598105,-53.014559,s-24
2012-02-02 18:45:00,region-24,4578,768,62,4,1,5193,6,115,25,74,2750,2720,50,10000,0,30,5413,192316,35.5285423979,42.9598105,-53.014559,s-24
2012-02-02 19:00:00,region-24,4562,781,65,4,1,5214,9,99,29,62,2750,2720,50,10000,0,30,5413,191569,35.3905412895,42.9598105,-53.014559,s-24
2012-02-02 19:15:00,region-24,4537,804,66,4,1,5204,6,106,29,67,2750,2717,50,10000,0,33,5412,192150,35.5044345898,42.9598105,-53.014559,s-24
2012-02-02 19:30:00,region-24,4521,815,71,4,1,5197,5,118,30,62,2750,2713,50,10000,0,37,5412,193130,35.6855136733,42.9598105,-53.014559,s-24
2012-02-02 19:45:00,region-24,4506,829,74,4,1,5217,5,120,20,52,2750,2715,50,10000,0,35,5414,194230,35.8755079424,42.9598105,-53.014559,s-24
2012-02-02 20:00:00,region-24,4495,843,74,4,1,5222,6,115,22,52,2750,2721,50,10000,0,29,5417,192821,35.5955325826,42.9598105,-53.014559,s-24
2012-02-02 20:15:00,region-24,4478,854,78,4,1,5201,7,112,27,68,2750,2721,50,10000,0,29,5415,192561,35.5606648199,42.9598105,-53.014559,s-24
2012-02-02 20:30:00,region-24,4459,867,81,4,1,5209,6,122,15,60,2750,2720,50,10000,0,30,5412,195454,36.1149297857,42.9598105,-53.014559,s-24
2012-02-02 20:45:00,region-24,4440,882,85,4,1,5191,5,123,32,61,2750,2720,50,10000,0,30,5412,193095,35.6790465632,42.9598105,-53.014559,s-24
2012-02-02 21:00:00,region-24,3532,691,63,5,1,4284,8,0,0,0,2750,1600,50,10000,0,1150,4292,66796,15.5629077353,42.9598105,-53.014559,s-24
2012-02-02 21:15:00,region-24,3517,700,65,5,1,4286,2,0,0,0,2750,1595,50,10000,0,1155,4288,67232,15.6791044776,42.9598105,-53.014559,s-24
2012-02-02 21:30:00,region-24,3501,718,71,5,1,4292,4,0,0,0,2750,1598,50,10000,0,1152,4296,66956,15.5856610801,42.9598105,-53.014559,s-24
2012-02-02 21:45:00,region-24,3490,728,71,5,1,4293,2,0,0,0,2750,1600,50,10000,0,1150,4295,66531,15.4903376019,42.9598105,-53.014559,s-24
2012-02-02 22:00:00,region-24,3480,736,74,5,1,4292,4,0,0,0,0,1598,50,10000,1598,0,4296,66659,15.5165270019,42.9598105,-53.014559,s-24
2012-02-02 22:15:00,region-24,3467,742,82,5,1,4290,7,0,0,0,0,1598,50,10000,1598,0,4297,65760,15.303700256,42.9598105,-53.014559,s-24
2012-02-02 22:30:00,region-24,3444,753,89,5,1,4286,6,0,0,0,0,1596,50,10000,1596,0,4292,65378,15.2325256291,42.9598105,-53.014559,s-24
2012-02-02 22:45:00,region-24,3432,761,90,6,1,4290,0,0,0,0,0,1595,50,10000,1595,0,4290,67308,15.6895104895,42.9598105,-53.014559,s-24
2012-02-02 23:00:00,region-24,3422,772,90,8,1,4288,5,0,0,0,0,1596,50,10000,1596,0,4293,65215,15.1910086187,42.9598105,-53.014559,s-24
2012-02-02 23:15:00,region-24,3416,774,92,9,1,4283,9,0,0,0,0,1595,50,10000,1595,0,4292,65234,15.1989748369,42.9598105,-53.014559,s-24
2012-02-02 23:30:00,region-24,3402,779,98,9,1,4285,4,0,0,0,0,1593,50,10000,1593,0,4289,66005,15.3893681511,42.9598105,-53.014559,s-24
2012-02-02 23:45:00,region-24,3388,791,100,9,1,4283,6,0,0,0,0,1594,50,10000,1594,0,4289,67475,15.7321053859,42.9598105,-53.014559,s-24
2012-02-03 00:00:00,region-24,3370,805,103,9,1,4284,4,0,0,0,0,1595,50,10000,1595,0,4288,64908,15.1371268657,42.9598105,-53.014559,s-24
2012-02-03 00:15:00,region-24,3364,814,105,10,1,4287,7,0,0,0,0,1598,50,10000,1598,0,4294,66295,15.4389846297,42.9598105,-53.014559,s-24
2012-02-03 00:30:00,region-24,3353,820,108,9,2,4288,4,0,0,0,0,1599,50,10000,1599,0,4292,66272,15.4408201305,42.9598105,-53.014559,s-24
2012-02-03 00:45:00,region-24,3337,835,109,12,2,4294,1,0,0,0,0,1600,50,10000,1600,0,4295,66049,15.3781140861,42.9598105,-53.014559,s-24
2012-02-03 01:00:00,region-24,3324,846,111,12,2,4289,6,0,0,0,0,1600,50,10000,1600,0,4295,66165,15.4051222352,42.9598105,-53.014559,s-24
2012-02-03 01:15:00,region-24,3314,855,111,12,2,4289,5,0,0,0,0,1601,50,10000,1601,0,4294,66928,15.5863996274,42.9598105,-53.014559,s-24
2012-02-03 01:30:00,region-24,3293,870,115,12,2,4288,4,0,0,0,0,1600,50,10000,1600,0,4292,67161,15.6479496738,42.9598105,-53.014559,s-24
2012-02-03 01:45:00,region-24,3283,876,121,12,2,4286,8,0,0,0,0,1600,50,10000,1600,0,4294,66140,15.4028877503,42.9598105,-53.014559,s-24
2012-02-03 02:00:00,region-24,3266,884,125,13,2,4285,5,0,0,0,0,1597,50,10000,1597,0,4290,66447,15.4888111888,42.9598105,-53.014559,s-24
2012-02-03 02:15:00,region-24,3257,890,128,14,2,4285,6,0,0,0,0,1596,50,10000,1596,0,4291,65886,15.3544628292,42.9598105,-53.014559,s-24
2012-02-03 02:30:00,region-24,3244,900,131,14,2,4285,6,0,0,0,0,1597,50,10000,1597,0,4291,65757,15.3243999068,42.9598105,-53.014559,s-24
2012-02-03 02:45:00,region-24,3221,920,132,15,2,4287,3,0,0,0,0,1595,50,10000,1595,0,4290,66252,15.4433566434,42.9598105,-53.014559,s-24
2012-02-03 03:00:00,region-24,3215,928,133,15,2,4291,2,0,0,0,0,1597,50,10000,1597,0,4293,66020,15.3785231773,42.9598105,-53.014559,s-24
2012-02-03 03:15:00,region-24,3212,932,135,15,2,4294,2,0,0,0,0,1598,50,10000,1598,0,4296,66434,15.4641527002,42.9598105,-53.014559,s-24
2012-02-03 03:30:00,region-24,3195,945,140,15,2,4290,7,0,0,0,0,1598,50,10000,1598,0,4297,66671,15.5157086339,42.9598105,-53.014559,s-24
2012-02-03 03:45:00,region-24,3184,946,148,15,2,4290,5,0,0,0,0,1597,50,10000,1597,0,4295,66742,15.5394644936,42.9598105,-53.014559,s-24
2012-02-03 04:00:00,region-24,3176,949,153,15,2,4293,2,0,0,0,0,1598,50,10000,1598,0,4295,66123,15.3953434226,42.9598105,-53.014559,s-24
2012-02-03 04:15:00,region-24,3163,957,158,16,2,4294,2,0,0,0,0,1598,50,10000,1598,0,4296,66905,15.5737895717,42.9598105,-53.014559,s-24
2012-02-03 04:30:00,region-24,3151,962,166,16,2,4294,3,0,0,0,0,1599,50,10000,1599,0,4297,64789,15.0777286479,42.9598105,-53.014559,s-24
2012-02-03 04:45:00,region-24,3142,964,171,17,2,4290,6,0,0,0,0,1600,50,10000,1600,0,4296,67925,15.8112197393,42.9598105,-53.014559,s-24
2012-02-03 05:00:00,region-24,3125,975,176,17,2,4292,3,0,0,0,0,1599,50,10000,1599,0,4295,66279,15.4316647264,42.9598105,-53.014559,s-24
2012-02-03 05:15:00,region-24,3112,981,182,18,2,4291,4,0,0,0,0,1600,50,10000,1600,0,4295,65462,15.241443539,42.9598105,-53.014559,s-24
2012-02-03 05:30:00,region-24,3100,991,185,18,2,4290,6,0,0,0,0,1600,50,10000,1600,0,4296,67332,15.6731843575,42.9598105,-53.014559,s-24
2012-02-03 05:45:00,region-24,3086,999,189,18,2,4290,4,0,0,0,0,1597,50,10000,1597,0,4294,67088,15.6236609222,42.9598105,-53.014559,s-24
2012-02-03 06:00:00,region-24,3072,1007,192,18,2,4287,4,0,0,0,0,1596,50,10000,1596,0,4291,65900,15.3577254719,42.9598105,-53.014559,s-24
2012-02-03 06:15:00,region-24,3061,1020,192,19,2,4292,2,0,0,0,0,1597,50,10000,1597,0,4294,65634,15.2850489054,42.9598105,-53.014559,s-24
2012-02-03 06:30:00,region-24,3050,1032,192,19,2,4292,3,0,0,0,0,1596,50,10000,1596,0,4295,66304,15.4374854482,42.9598105,-53.014559,s-24
2012-02-03 06:45:00,region-24,3043,1039,189,25,2,4295,3,0,0,0,0,1600,50,10000,1600,0,4298,65293,15.1914844114,42.9598105,-53.014559,s-24
2012-02-03 07:00:00,region-24,3027,1054,189,25,2,4293,4,0,0,0,0,1602,50,10000,1602,0,4297,66195,15.4049336747,42.9598105,-53.014559,s-24
2012-02-03 07:15:00,region-24,3018,1059,191,26,2,4293,3,0,0,0,0,1601,50,10000,1601,0,4296,66346,15.4436685289,42.9598105,-53.014559,s-24
2012-02-03 07:30:00,region-24,3008,1065,194,27,2,4293,3,0,0,0,0,1602,50,10000,1602,0,4296,66743,15.5360800745,42.9598105,-53.014559,s-24
2012-02-03 07:45:00,region-24,2998,1070,197,26,3,4286,8,0,0,0,0,1601,50,10000,1601,0,4294,67202,15.6502095948,42.9598105,-53.014559,s-24
2012-02-03 08:00:00,region-24,2983,1080,199,27,3,4289,3,0,0,0,0,1601,50,10000,1601,0,4292,66025,15.3832712022,42.9598105,-53.014559,s-24
2012-02-03 08:15:00,region-24,2971,1090,203,27,3,4290,4,0,0,0,0,1600,50,10000,1600,0,4294,65967,15.3625989753,42.9598105,-53.014559,s-24
2012-02-03 08:30:00,region-24,2962,1095,211,27,3,4294,4,0,0,0,0,1601,50,10000,1601,0,4298,66528,15.4788273616,42.9598105,-53.014559,s-24
2012-02-03 08:45:00,region-24,2950,1103,214,26,3,4296,0,0,0,0,0,1600,50,10000,1600,0,4296,66598,15.5023277467,42.9598105,-53.014559,s-24
2012-02-03 09:00:00,region-24,2936,1116,217,26,3,4293,5,0,0,0,0,1601,50,10000,1601,0,4298,66556,15.4853420195,42.9598105,-53.014559,s-24
2012-02-03 09:15:00,region-24,2921,1122,221,28,3,4290,5,0,0,0,0,1598,50,10000,1598,0,4295,65437,15.2356228172,42.9598105,-53.014559,s-24
2012-02-03 09:30:00,region-24,2910,1128,225,28,3,4290,4,0,0,0,0,1596,50,10000,1596,0,4294,66131,15.4007918025,42.9598105,-53.014559,s-24
2012-02-03 09:45:00,region-24,2898,1137,227,28,3,4291,2,0,0,0,0,1594,50,10000,1594,0,4293,67177,15.6480316795,42.9598105,-53.014559,s-24
2012-02-03 10:00:00,region-24,3607,1463,304,35,5,5212,8,113,20,61,2750,2716,50,10000,0,34,5414,193104,35.6675286295,42.9598105,-53.014559,s-24
2012-02-03 10:15:00,region-24,3599,1468,302,39,5,5231,6,106,22,48,2750,2716,50,10000,0,34,5413,192773,35.6129687789,42.9598105,-53.014559,s-24
2012-02-03 10:30:00,region-24,3589,1473,308,40,5,5198,2,118,33,64,2750,2718,50,10000,0,32,5415,192626,35.5726685134,42.9598105,-53.014559,s-24
2012-02-03 10:45:00,region-24,3578,1481,314,40,5,5211,5,110,25,67,2750,2720,50,10000,0,30,5418,194010,35.8084163898,42.9598105,-53.014559,s-24
2012-02-03 11:00:00,region-24,3565,1485,322,42,5,5216,11,120,21,51,2750,2721,50,10000,0,29,5419,194200,35.8368702713,42.9598105,-53.014559,s-24
2012-02-03 11:15:00,region-24,3548,1494,322,43,6,5207,5,110,30,61,2750,2718,50,10000,0,32,5413,193990,35.837797894,42.9598105,-53.014559,s-24
2012-02-03 11:30:00,region-24,3537,1498,327,45,7,5211,4,102,25,72,2750,2720,50,10000,0,30,5414,193057,35.6588474326,42.9598105,-53.014559,s-24
2012-02-03 11:45:00,region-24,3523,1503,336,46,7,5223,4,115,21,52,2750,2720,50,10000,0,30,5415,194210,35.865189289,42.9598105,-53.014559,s-24
2012-02-03 12:00:00,region-24,3512,1514,336,50,7,5233,6,94,23,63,2750,2721,50,10000,0,29,5419,195463,36.0699391032,42.9598105,-53.014559,s-24
2012-02-03 12:15:00,region-24,3494,1521,343,51,7,5189,7,129,28,63,2750,2720,50,10000,0,30,5416,197098,36.3918020679,42.9598105,-53.014559,s-24
2012-02-03 12:30:00,region-24,3475,1535,347,53,7,5201,9,125,29,53,2750,2722,50,10000,0,28,5417,193425,35.7070334133,42.9598105,-53.014559,s-24
2012-02-03 12:45:00,region-24,3459,1543,353,52,7,5223,7,94,31,59,2750,2720,50,10000,0,30,5414,194083,35.8483561138,42.9598105,-53.014559,s-24
2012-02-03 13:00:00,region-24,3438,1555,354,56,7,5191,3,114,34,68,2750,2718,50,10000,0,32,5410,194123,35.8822550832,42.9598105,-53.014559,s-24
2012-02-03 13:15:00,region-24,3425,1568,357,58,8,5220,3,102,39,52,2750,2719,50,10000,0,31,5416,195480,36.0930576071,42.9598105,-53.014559,s-24
2012-02-03 13:30:00,region-24,3412,1576,363,59,8,5198,1,124,22,73,2750,2721,50,10000,0,29,5418,190600,35.1790328535,42.9598105,-53.014559,s-24
2012-02-03 13:45:00,region-24,3399,1587,368,59,8,5221,5,120,17,58,2750,2722,50,10000,0,28,5421,193091,35.6190739716,42.9598105,-53.014559,s-24
2012-02-03 14:00:00,region-24,3388,1592,371,61,8,5208,10,108,30,64,2750,2723,50,10000,0,27,5420,194827,35.9459409594,42.9598105,-53.014559,s-24
2012-02-03 14:15:00,region-24,3359,1609,378,61,8,5211,3,112,26,63,2750,2721,50,10000,0,29,5415,194779,35.9702677747,42.9598105,-53.014559,s-24
2012-02-03 14:30:00,region-24,3346,1622,377,63,8,5220,5,117,31,43,2750,2722,50,10000,0,28,5416,193365,35.7025480059,42.9598105,-53.014559,s-24
2012-02-03 14:45:00,region-24,3339,1622,388,63,9,5210,5,118,31,57,2750,2724,50,10000,0,26,5421,195602,36.0822726434,42.9598105,-53.014559,s-24
2012-02-03 15:00:00,region-24,3316,1640,386,67,9,5214,4,112,30,58,2750,2720,50,10000,0,30,5418,190502,35.1609449982,42.9598105,-53.014559,s-24
2012-02-03 15:15:00,region-24,3310,1639,391,68,9,5203,9,107,33,65,2750,2718,50,10000,0,32,5417,191459,35.3441019014,42.9598105,-53.014559,s-24
2012-02-03 15:30:00,region-24,3294,1642,399,68,9,5227,8,92,26,59,2750,2717,50,10000,0,33,5412,193642,35.7801182557,42.9598105,-53.014559,s-24
2012-02-03 15:45:00,region-24,3279,1643,405,71,9,5211,6,109,28,53,2750,2715,50,10000,0,35,5407,192604,35.6212317366,42.9598105,-53.014559,s-24
2012-02-03 16:00:00,region-24,3266,1652,410,71,9,5183,2,129,29,65,2750,2718,50,10000,0,32,5408,194767,36.0146079882,42.9598105,-53.014559,s-24
2012-02-03 16:15:00,region-24,3256,1661,419,71,9,5220,7,97,29,63,2750,2721,50,10000,0,29,5416,195052,36.0140324963,42.9598105,-53.014559,s-24
2012-02-03 16:30:00,region-24,3249,1665,419,75,9,5202,8,109,24,74,2750,2721,50,10000,0,29,5417,191488,35.3494554181,42.9598105,-53.014559,s-24
2012-02-03 16:45:00,region-24,3234,1666,425,80,9,5192,7,120,28,67,2750,2718,50,10000,0,32,5414,192350,35.5282600665,42.9598105,-53.014559,s-24
2012-02-03 17:00:00,region-24,3223,1671,427,82,9,5184,8,126,24,70,2750,2717,50,10000,0,33,5412,192942,35.6507760532,42.9598105,-53.014559,s-24
2012-02-03 17:15:00,region-24,3203,1685,431,83,9,5204,8,106,27,66,2750,2716,50,10000,0,34,5411,192115,35.5045278137,42.9598105,-53.014559,s-24
2012-02-03 17:30:00,region-24,3192,1692,438,83,9,5187,3,113,31,80,2750,2721,50,10000,0,29,5414,194351,35.8978574067,42.9598105,-53.014559,s-24
2012-02-03 17:45:00,region-24,3176,1705,443,84,9,5190,5,122,38,62,2750,2720,50,10000,0,30,5417,196428,36.2613992985,42.9598105,-53.014559,s-24
2012-02-03 18:00:00,region-24,3164,1712,449,86,9,5209,7,124,30,50,2750,2725,50,10000,0,25,5420,191481,35.328597786,42.9598105,-53.014559,s-24
2012-02-03 18:15:00,region-24,3141,1720,461,87,9,5193,7,110,32,76,2750,2721,50,10000,0,29,5418,192543,35.5376522702,42.9598105,-53.014559,s-24
2012-02-03 18:30:00,region-24,3116,1735,466,89,9,5210,5,130,22,48,2750,2718,50,10000,0,32,5415,194096,35.8441366574,42.9598105,-53.014559,s-24
2012-02-03 18:45:00,region-24,3105,1736,472,90,10,5213,2,114,32,52,2750,2714,50,10000,0,36,5413,194960,36.0169961205,42.9598105,-53.014559,s-24
2012-02-03 19:00:00,region-24,3096,1746,475,90,11,5199,6,118,28,67,2750,2719,50,10000,0,31,5418,194242,35.8512366187,42.9598105,-53.014559,s-24
2012-02-03 19:15:00,region-24,3078,1750,488,90,11,5223,3,102,35,54,2750,2717,50,10000,0,33,5417,191944,35.4336348532,42.9598105,-53.014559,s-24
2012-02-03 19:30:00,region-24,3072,1752,494,91,11,5188,8,112,38,74,2750,2721,50,10000,0,29,5420,194575,35.8994464945,42.9598105,-53.014559,s-24
2012-02-03 19:45:00,region-24,3058,1750,499,96,11,5205,3,128,32,46,2750,2717,50,10000,0,33,5414,189966,35.0879202069,42.9598105,-53.014559,s-24
2012-02-03 20:00:00,region-24,3050,1754,509,96,11,5221,11,111,25,52,2750,2722,50,10000,0,28,5420,194718,35.9258302583,42.9598105,-53.014559,s-24
2012-02-03 20:15:00,region-24,3033,1755,516,98,11,5210,9,119,17,58,2750,2715,50,10000,0,35,5413,193413,35.7312026603,42.9598105,-53.014559,s-24
2012-02-03 20:30:00,region-24,3018,1758,521,100,11,5217,5,102,27,57,2750,2710,50,10000,0,40,5408,191964,35.4963017751,42.9598105,-53.014559,s-24
2012-02-03 20:45:00,region-24,3018,1755,526,101,11,5211,4,96,29,71,2750,2712,50,10000,0,38,5411,193775,35.8113102938,42.9598105,-53.014559,s-24
2012-02-03 21:00:00,region-24,2403,1383,425,73,8,4286,6,0,0,0,2750,1594,50,10000,0,1156,4292,67134,15.6416589003,42.9598105,-53.014559,s-24
2012-02-03 21:15:00,region-24,2394,1385,427,77,8,4286,5,0,0,0,2750,1595,50,10000,0,1155,4291,67115,15.6408762526,42.9598105,-53.014559,s-24
2012-02-03 21:30:00,region-24,2386,1383,435,79,8,4287,4,0,0,0,2750,1597,50,10000,0,1153,4291,66410,15.476578886,42.9598105,-53.014559,s-24
2012-02-03 21:45:00,region-24,2383,1383,435,84,8,4289,4,0,0,0,2750,1599,50,10000,0,1151,4293,66988,15.6040065222,42.9598105,-53.014559,s-24
2012-02-03 22:00:00,region-24,2373,1392,438,84,9,4291,5,0,0,0,0,1600,50,10000,1600,0,4296,66413,15.459264432,42.9598105,-53.014559,s-24
2012-02-03 22:15:00,region-24,2360,1398,442,85,9,4290,4,0,0,0,0,1599,50,10000,1599,0,4294,65012,15.1401956218,42.9598105,-53.014559,s-24
2012-02-03 22:30:00,region-24,2351,1405,442,86,9,4291,2,0,0,0,0,1599,50,10000,1599,0,4293,66710,15.5392499418,42.9598105,-53.014559,s-24
2012-02-03 22:45:00,region-24,2348,1403,445,89,9,4290,4,0,0,0,0,1599,50,10000,1599,0,4294,65224,15.1895668374,42.9598105,-53.014559,s-24
2012-02-03 23:00:00,region-24,2335,1410,448,92,9,4288,6,0,0,0,0,1601,50,10000,1601,0,4294,66291,15.4380530973,42.9598105,-53.014559,s-24
2012-02-03 23:15:00,region-24,2326,1413,449,97,9,4289,5,0,0,0,0,1598,50,10000,1598,0,4294,66370,15.4564508617,42.9598105,-53.014559,s-24
2012-02-03 23:30:00,region-24,2315,1418,451,99,9,4290,2,0,0,0,0,1596,50,10000,1596,0,4292,65265,15.2061975769,42.9598105,-53.014559,s-24
2012-02-03 23:45:00,region-24,2309,1419,456,100,10,4290,4,0,0,0,0,1597,50,10000,1597,0,4294,66472,15.4802049371,42.9598105,-53.014559,s-24
2012-02-04 00:00:00,region-24,2300,1419,462,100,10,4286,5,0,0,0,0,1594,50,10000,1594,0,4291,65622,15.2929387089,42.9598105,-53.014559,s-24
2012-02-04 00:15:00,region-24,2295,1424,468,100,10,4294,3,0,0,0,0,1601,50,10000,1601,0,4297,66217,15.4100535257,42.9598105,-53.014559,s-24
2012-02-04 00:30:00,region-24,2282,1428,473,102,10,4286,9,0,0,0,0,1600,50,10000,1600,0,4295,67504,15.7168800931,42.9598105,-53.014559,s-24
2012-02-04 00:45:00,region-24,2274,1424,479,101,11,4287,2,0,0,0,0,1597,50,10000,1597,0,4289,66133,15.4192119375,42.9598105,-53.014559,s-24
2012-02-04 01:00:00,region-24,2269,1424,485,103,11,4287,5,0,0,0,0,1597,50,10000,1597,0,4292,65389,15.2350885368,42.9598105,-53.014559,s-24
2012-02-04 01:15:00,region-24,2267,1419,490,106,11,4289,4,0,0,0,0,1596,50,10000,1596,0,4293,66380,15.4623806196,42.9598105,-53.014559,s-24
2012-02-04 01:30:00,region-24,2259,1415,498,109,11,4288,4,0,0,0,0,1596,50,10000,1596,0,4292,66498,15.4934762349,42.9598105,-53.014559,s-24
2012-02-04 01:45:00,region-24,2250,1419,500,112,11,4289,3,0,0,0,0,1596,50,10000,1596,0,4292,66775,15.5580149115,42.9598105,-53.014559,s-24
2012-02-04 02:00:00,region-24,2241,1426,501,113,11,4290,2,0,0,0,0,1596,50,10000,1596,0,4292,66101,15.4009785648,42.9598105,-53.014559,s-24
2012-02-04 02:15:00,region-24,2224,1443,504,115,11,4292,5,0,0,0,0,1598,50,10000,1598,0,4297,67128,15.6220619037,42.9598105,-53.014559,s-24
2012-02-04 02:30:00,region-24,2212,1448,504,120,11,4292,3,0,0,0,0,1599,50,10000,1599,0,4295,66030,15.3736903376,42.9598105,-53.014559,s-24
2012-02-04 02:45:00,region-24,2206,1447,510,120,11,4293,1,0,0,0,0,1599,50,10000,1599,0,4294,65372,15.2240335352,42.9598105,-53.014559,s-24
2012-02-04 03:00:00,region-24,2200,1452,513,121,11,4293,4,0,0,0,0,1601,50,10000,1601,0,4297,66108,15.3846869909,42.9598105,-53.014559,s-24
2012-02-04 03:15:00,region-24,2189,1454,519,123,12,4294,3,0,0,0,0,1600,50,10000,1600,0,4297,65098,15.1496392832,42.9598105,-53.014559,s-24
2012-02-04 03:30:00,region-24,2181,1460,517,126,13,4295,2,0,0,0,0,1599,50,10000,1599,0,4297,65563,15.257854317,42.9598105,-53.014559,s-24
2012-02-04 03:45:00,region-24,2178,1464,517,129,13,4293,8,0,0,0,0,1601,50,10000,1601,0,4301,65620,15.256916996,42.9598105,-53.014559,s-24
2012-02-04 04:00:00,region-24,2166,1468,517,131,13,4289,6,0,0,0,0,1595,50,10000,1595,0,4295,65488,15.2474970896,42.9598105,-53.014559,s-24
2012-02-04 04:15:00,region-24,2155,1469,517,134,14,4283,6,0,0,0,0,1591,50,10000,1591,0,4289,66444,15.4917230124,42.9598105,-53.014559,s-24
2012-02-04 04:30:00,region-24,2146,1474,514,137,15,4283,3,0,0,0,0,1589,50,10000,1589,0,4286,65728,15.3355109659,42.9598105,-53.014559,s-24
2012-02-04 04:45:00,region-24,2135,1482,517,139,15,4286,2,0,0,0,0,1590,50,10000,1590,0,4288,64682,15.0844216418,42.9598105,-53.014559,s-24
2012-02-04 05:00:00,region-24,2128,1490,521,142,15,4294,2,0,0,0,0,1597,50,10000,1597,0,4296,64398,14.9902234637,42.9598105,-53.014559,s-24
2012-02-04 05:15:00,region-24,2121,1495,525,143,15,4296,3,0,0,0,0,1600,50,10000,1600,0,4299,66311,15.4247499418,42.9598105,-53.014559,s-24
2012-02-04 05:30:00,region-24,2115,1497,527,144,15,4296,2,0,0,0,0,1600,50,10000,1600,0,4298,66979,15.5837598883,42.9598105,-53.014559,s-24
2012-02-04 05:45:00,region-24,2102,1505,529,144,18,4293,5,0,0,0,0,1601,50,10000,1601,0,4298,65547,15.2505816659,42.9598105,-53.014559,s-24
2012-02-04 06:00:00,region-24,2094,1510,531,144,18,4293,4,0,0,0,0,1600,50,10000,1600,0,4297,67327,15.6683732837,42.9598105,-53.014559,s-24
2012-02-04 06:15:00,region-24,2078,1521,531,146,19,4292,3,0,0,0,0,1599,50,10000,1599,0,4295,67270,15.6623981374,42.9598105,-53.014559,s-24
2012-02-04 06:30:00,region-24,2058,1534,538,144,21,4289,6,0,0,0,0,1599,50,10000,1599,0,4295,67003,15.6002328289,42.9598105,-53.014559,s-24
2012-02-04 06:45:00,region-24,2056,1531,541,144,21,4291,2,0,0,0,0,1596,50,10000,1596,0,4293,67024,15.6123922665,42.9598105,-53.014559,s-24
2012-02-04 07:00:00,region-24,2051,1536,542,147,21,4297,0,0,0,0,0,1599,50,10000,1599,0,4297,65975,15.3537351641,42.9598105,-53.014559,s-24
2012-02-04 07:15:00,region-24,2037,1551,542,149,21,4294,6,0,0,0,0,1601,50,10000,1601,0,4300,66358,15.4320930233,42.9598105,-53.014559,s-24
2012-02-04 07:30:00,region-24,2027,1550,547,150,21,4287,8,0,0,0,0,1599,50,10000,1599,0,4295,66559,15.4968568102,42.9598105,-53.014559,s-24
2012-02-04 07:45:00,region-24,2020,1547,553,150,21,4289,2,0,0,0,0,1595,50,10000,1595,0,4291,65757,15.3243999068,42.9598105,-53.014559,s-24
2012-02-04 08:00:00,region-24,2010,1555,556,152,21,4287,7,0,0,0,0,1599,50,10000,1599,0,4294,66667,15.5256171402,42.9598105,-53.014559,s-24
2012-02-02 08:15:00,region-25,4298,22,0,0,0,4318,2,0,0,0,0,1609,51,10000,1609,0,4320,66293,15.3456018519,32.524191,-49.4760095,s-25
2012-02-02 08:30:00,region-25,4275,43,0,0,0,4315,3,0,0,0,0,1608,51,10000,1608,0,4318,66338,15.3631310792,32.524191,-49.4760095,s-25
2012-02-02 08:45:00,region-25,4257,58,0,0,0,4311,4,0,0,0,0,1608,51,10000,1608,0,4315,67485,15.6396292005,32.524191,-49.4760095,s-25
2012-02-02 09:00:00,region-25,4231,79,2,0,0,4308,4,0,0,0,0,1607,51,10000,1607,0,4312,66618,15.4494434137,32.524191,-49.4760095,s-25
2012-02-02 09:15:00,region-25,4213,94,2,0,0,4302,7,0,0,0,0,1605,51,10000,1605,0,4309,64937,15.0700858668,32.524191,-49.4760095,s-25
2012-02-02 09:30:00,region-25,4204,100,3,0,0,4304,3,0,0,0,0,1602,51,10000,1602,0,4307,66505,15.4411423264,32.524191,-49.4760095,s-25
2012-02-02 09:45:00,region-25,4195,110,4,0,0,4303,6,0,0,0,0,1602,51,10000,1602,0,4309,66031,15.3239730796,32.524191,-49.4760095,s-25
2012-02-02 10:00:00,region-25,5254,162,7,0,0,5256,7,93,16,51,2750,2718,51,10000,0,32,5423,193219,35.6295408446,32.524191,-49.4760095,s-25
2012-02-02 10:15:00,region-25,5238,180,9,0,0,5228,6,119,26,48,2750,2721,51,10000,0,29,5427,192777,35.5218352681,32.524191,-49.4760095,s-25
2012-02-02 10:30:00,region-25,5221,197,10,0,0,5214,10,110,30,64,2750,2724,51,10000,0,26,5428,195604,36.0361090641,32.524191,-49.4760095,s-25
2012-02-02 10:45:00,region-25,5191,220,10,0,0,5228,8,114,24,47,2750,2719,51,10000,0,31,5421,193208,35.6406567054,32.524191,-49.4760095,s-25
2012-02-02 11:00:00,region-25,5164,242,11,0,0,5213,3,113,35,53,2750,2719,51,10000,0,31,5417,192088,35.4602178327,32.524191,-49.4760095,s-25
2012-02-02 11:15:00,region-25,5142,269,13,0,0,5216,6,121,31,50,2750,2722,51,10000,0,28,5424,197905,36.4869100295,32.524191,-49.4760095,s-25
